[SYNTAX] ERROR: IN LINE NUMBER:	1:	Expected One of these tokens:	: 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	get	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	49 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	49 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	49 
[SYNTAX] WARNING: SKIPPING TOKEN:	put	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	<>	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	50 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	51 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	51 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	52 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	52 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	53 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	53 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	nullFunc	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	Foo	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	retFoo	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	Foo	AT LINE NUMBER:	57 
[SYNTAX] WARNING: SKIPPING TOKEN:	foo	AT LINE NUMBER:	57 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	57 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	>	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	>=	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	68 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	68 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	3	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	3	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	4	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	5	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	6	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	7	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	8	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	9	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	10	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	not	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a5	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a1	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a2	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	or	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a3	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	and	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a4	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	ab	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	>=	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	83 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	83 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	83 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	83 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	83 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	83 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	84 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	84 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	84 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	85 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	85 
[SYNTAX] WARNING: SKIPPING TOKEN:	5	AT LINE NUMBER:	85 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	85 
[SYNTAX] WARNING: SKIPPING TOKEN:	5	AT LINE NUMBER:	85 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	85 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	86 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	87 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	88 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	88 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	88 
[SYNTAX] WARNING: SKIPPING TOKEN:	>	AT LINE NUMBER:	88 
