[SYNTAX] ERROR: IN LINE NUMBER:	1:	Expected One of these tokens:	: 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx2	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	99	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx3	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx1	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx2	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	99	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx3	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx1	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx2	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	99	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx3	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	39 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	40 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	<	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	maxValue	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	maxValue	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	45 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	45 
[SYNTAX] WARNING: SKIPPING TOKEN:	return	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	minValue	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	47 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	48 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	49 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	49 
[SYNTAX] WARNING: SKIPPING TOKEN:	program	AT LINE NUMBER:	51 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	51 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	52 
[SYNTAX] WARNING: SKIPPING TOKEN:	var1	AT LINE NUMBER:	52 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	52 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	53 
[SYNTAX] WARNING: SKIPPING TOKEN:	var2	AT LINE NUMBER:	53 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	53 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	var3	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	10	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	54 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	var4	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	3	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	4	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	6	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	7	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	55 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	findMax	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	56 
[SYNTAX] WARNING: SKIPPING TOKEN:	Utility	AT LINE NUMBER:	57 
[SYNTAX] WARNING: SKIPPING TOKEN:	utility	AT LINE NUMBER:	57 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	57 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	58 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	58 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	59 
[SYNTAX] WARNING: SKIPPING TOKEN:	randomize	AT LINE NUMBER:	59 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	59 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	59 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	60 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	61 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	61 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	61 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	100	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	3.0	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	/	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	7.0006	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	62 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	1.05	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	2.04	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	2.47	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	3.0	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	7.0006	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	63 
[SYNTAX] WARNING: SKIPPING TOKEN:	return	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	64 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	65 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	65 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	66 
[SYNTAX] WARNING: SKIPPING TOKEN:	lolRandomize	AT LINE NUMBER:	66 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	66 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	66 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	67 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	68 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	68 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	68 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	100	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	3.0	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	/	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	7.0006	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	69 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	1.05	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	2.04	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	2.47	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	3.0	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	7.0006	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	70 
[SYNTAX] WARNING: SKIPPING TOKEN:	return	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	value	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	71 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx1	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx2	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	99	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx3	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	72 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	73 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	74 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	<	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	maxValue	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	75 
[SYNTAX] WARNING: SKIPPING TOKEN:	maxValue	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	76 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	77 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx1	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx2	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	99	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx3	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	78 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	79 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	80 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	<	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	maxValue	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	81 
[SYNTAX] WARNING: SKIPPING TOKEN:	maxValue	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	idx	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	82 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	82 
